,T,Conf,Vol,Size,Lev,CrashRisk
609,0.0,60,136,153,131,-9.984783793822189
610,0.26,26,192,182,186,4.382092377511797
611,0.55,55,156,131,104,10.480932288161753
612,0.0,80,176,155,168,12.132564932093883
613,0.12,12,169,169,105,-5.002379476434372
614,0.12,12,109,110,188,7.691757182851739
615,0.0,50,158,134,124,11.893015984552575
616,0.88,88,165,173,177,-4.836318433300539
617,0.0,79,127,126,141,3.562231507105791
618,0.0,79,139,182,193,-21.314402231917317
619,0.0,52,125,148,115,-16.799317042032445
620,0.23,23,104,198,190,-48.36482777407977
621,0.61,61,121,161,198,-16.828510300852717
622,0.0,46,135,134,110,-2.343590128433175
623,0.13,13,198,187,102,-3.220075797506941
624,0.0,7,186,131,128,27.392240107428066
625,0.0,71,163,146,136,7.469119415804703
626,0.48,48,106,107,103,-0.8022778998258914
627,0.0,5,140,181,153,-23.647369824236637
628,0.0,35,182,185,158,-5.594182356826711
629,0.0,54,151,128,194,18.830081815391377
630,0.55,55,135,152,156,-7.921022055616685
631,0.0,4,155,144,166,8.166176463647192
632,0.23,23,194,154,188,24.308260980307015
633,0.0,78,109,183,160,-40.20089229013159
634,0.4,40,132,195,137,-36.77625164264602
635,0.62,62,117,192,150,-43.67300584296966
636,0.29,29,115,175,126,-33.068919454875555
637,0.04,4,192,162,159,16.489192917231613
638,0.98,98,133,138,199,3.843405781660002
639,0.0,92,141,124,108,7.2373339425304835
640,0.8300000000000001,83,180,155,196,17.80136185319897
641,0.0,98,136,135,197,7.811541846986037
642,0.0,91,105,142,193,-11.984981987534452
643,0.0,36,126,155,113,-18.553335521267684
644,0.0,5,166,195,124,-21.83545018026302
645,0.0,77,179,150,129,13.227649768696125
646,0.0,91,105,137,140,-15.868622299327196
647,0.91,91,156,164,163,-3.4274214163147936
648,0.54,54,177,119,107,28.184403875005238
649,0.0,95,163,189,181,-13.103651853875462
650,0.68,68,162,119,159,26.267324428344672
651,0.0,54,160,111,153,28.404362394206142
652,0.78,78,160,129,187,22.88963543381179
653,0.1,10,191,179,162,5.517967699390406
654,0.0,74,199,147,184,30.405570551944592
655,0.0,2,103,171,170,-32.95626629697122
656,0.65,65,141,163,191,-10.01983015186195
657,0.5700000000000001,57,175,175,132,-2.6578159798646075
658,0.29,29,145,144,125,-2.29335322859306
659,0.0,31,164,155,179,7.079366274601021
660,0.0,43,123,105,187,18.926217018784307
661,0.0,17,180,122,162,32.72907973753218
662,0.0,41,181,138,103,19.15026519994454
663,0.16,16,178,106,197,44.84033941498664
664,0.24,24,145,125,113,7.539693759949509
665,0.0,56,159,144,100,3.5759617006987225
666,0.0,31,197,144,158,29.01715716585036
667,0.0,86,146,180,193,-14.71228905800886
668,0.79,79,176,171,118,-3.119739983864525
669,0.47000000000000003,47,123,131,182,1.48545747506356
670,0.26,26,183,130,148,28.908865148889397
671,0.55,55,154,150,149,2.6652728038559186
672,0.8300000000000001,83,138,104,125,19.909260773381636
673,0.0,97,173,146,160,15.099338240753015
674,0.92,92,182,140,100,17.898685957485018
675,0.33,33,127,109,111,8.778085567175324
676,0.0,52,169,145,148,11.944325569173364
677,0.87,87,178,122,140,30.128863487201766
678,0.59,59,115,149,109,-20.749583848327827
679,0.0,58,107,157,193,-22.160059101994474
680,0.18,18,174,174,177,1.060846352040429
681,0.66,66,115,135,159,-6.712055750955985
682,0.8200000000000001,82,115,174,142,-31.730127062462053
683,0.0,47,187,125,156,33.72965498863298
684,0.63,63,199,191,170,1.8878706910218592
685,0.0,91,189,193,187,-2.057771795455708
686,0.0,25,176,156,158,10.286775017206406
687,0.0,9,105,155,107,-28.35778281657746
688,0.48,48,191,137,161,30.58629817213084
689,0.0,82,151,105,169,28.64039863106719
690,0.0,37,135,188,155,-30.073881730156753
691,0.0,82,132,148,169,-4.253363715571266
692,0.0,31,137,150,150,-5.263028526835695
693,0.0,15,124,178,127,-31.015787792579697
694,0.0,4,150,105,109,21.62054860350753
695,0.0,24,158,181,185,-10.817636603234265
696,0.0,75,171,103,126,35.83906971404724
697,0.0,68,182,183,150,-3.3846061765227176
698,0.02,2,129,103,176,20.41887391378964
699,0.0,3,141,142,151,-1.3252640651446526
700,0.6900000000000001,69,114,102,143,7.560321298629561
701,0.0,56,127,186,163,-32.610982277588775
702,0.0,9,169,107,176,38.69358152048489
703,0.9400000000000001,94,191,187,187,2.702836458796267
704,0.0,64,196,165,124,12.996052001205054
705,0.98,98,165,156,127,1.5906643646096739
706,0.56,56,175,162,186,9.175750910542485
707,0.77,77,177,118,137,31.16186928899188
708,0.0,12,121,102,168,15.143260479978835
709,0.67,67,122,146,158,-9.172806138269577
710,0.0,98,199,199,107,-8.773667406998488
711,0.0,67,160,114,190,32.920596794062746
712,0.0,17,102,105,101,-1.6099845216987492
713,0.7000000000000001,70,149,175,181,-12.669337041018103
714,0.0,72,180,140,104,15.56069793007421
715,0.12,12,173,110,127,34.82739263974078
716,0.62,62,194,120,176,43.25329817413348
717,0.42,42,169,177,181,-0.8529306738155888
718,0.0,70,122,131,171,1.4545913045844983
719,0.75,75,168,166,142,-1.4111025065570664
720,0.46,46,132,180,112,-31.031897907870817
721,0.33,33,179,183,139,-4.796951440737655
722,0.77,77,150,107,116,23.89423967208161
723,0.39,39,181,147,149,16.68528252566152
724,0.9400000000000001,94,157,133,163,14.698258874600176
725,0.33,33,182,103,198,49.65064924578576
726,0.0,52,198,105,128,48.81304962271712
727,0.0,40,111,143,136,-15.808949700162566
728,0.01,1,117,139,141,-9.855961720509848
729,0.0,4,166,101,123,35.2881276852957
730,0.0,31,183,162,120,7.129443846083117
731,0.0,50,178,131,145,23.053197823675752
732,0.0,87,104,156,147,-28.93680902866199
733,0.0,60,178,164,188,9.601804740766044
734,0.5700000000000001,57,108,117,104,-6.299800205236548
735,0.0,43,102,193,176,-44.81048422897948
736,0.0,78,108,182,197,-35.78204048489843
737,0.0,51,193,135,184,34.03882830820901
738,0.0,71,108,182,116,-43.803737146018946
739,0.36,36,167,123,118,22.961170877797326
740,0.45,45,141,186,139,-26.514965447300597
741,0.15,15,193,158,132,13.86385813702386
742,0.0,79,197,167,139,11.780921162493952
743,0.0,72,174,117,154,31.074941681256348
744,0.0,64,191,179,194,8.72120617093009
745,0.0,94,123,152,154,-15.417439954601988
746,0.06,6,172,161,183,8.181325577931604
747,0.78,78,151,100,172,32.7125587115929
748,0.0,39,185,139,167,27.00149401023983
749,0.72,72,174,150,179,15.476818660772286
750,0.0,39,104,100,132,6.904473452202028
751,0.0,43,122,141,198,-2.809262479470561
752,0.0,89,149,133,164,11.835046870032588
753,0.21,21,138,116,122,12.473669528518096
754,0.88,88,189,198,170,-8.241669193201203
755,0.0,29,164,127,139,20.615575298149416
756,0.0,4,112,109,107,0.9379063967561363
757,0.0,1,181,177,131,-3.0385774294113186
758,0.0,25,109,134,141,-12.030971922983836
759,0.23,23,163,123,149,23.398678805791516
760,0.19,19,110,115,139,-1.274665072862947
761,0.0,69,176,132,124,22.383028385941785
762,0.87,87,162,143,160,11.520541324307969
763,0.0,67,145,162,108,-14.365798812018827
764,0.0,93,141,169,106,-20.602638195504504
765,0.63,63,189,191,101,-10.770293894428974
766,0.0,22,158,156,180,2.3689207205284517
767,0.0,40,195,133,117,29.43946276750544
768,0.13,13,160,184,175,-10.751497756937342
769,0.84,84,176,119,107,28.6966000256621
770,0.29,29,181,118,119,30.355379293424644
771,0.0,14,110,105,113,4.184535773504805
772,0.13,13,100,140,141,-19.383382132372066
773,0.67,67,123,162,174,-17.642353994164488
774,0.15,15,196,137,150,29.430804517317267
775,0.71,71,142,107,119,19.601085952491736
776,0.37,37,121,121,107,-0.09407700041717049
777,0.85,85,185,168,113,3.2229827294901523
778,0.77,77,134,198,105,-41.10801053625163
779,0.0,58,124,143,128,-12.532954094330595
780,0.47000000000000003,47,111,120,140,-2.095189199876654
781,0.0,96,179,151,126,13.025979201535591
782,0.56,56,177,110,198,42.517260886862005
783,0.0,32,168,175,116,-7.918852425773372
784,0.88,88,164,172,109,-10.20811871380732
785,0.23,23,135,197,130,-36.580273394697684
786,0.0,62,166,142,164,14.617050532428008
787,0.04,4,135,169,127,-20.77957563355264
788,0.0,54,122,174,157,-27.79644924839452
789,0.16,16,183,186,185,-0.9148486512588824
790,0.0,66,105,188,154,-45.317405984992504
791,0.63,63,124,187,123,-38.671642732918144
792,0.34,34,163,150,113,1.4508476127768886
793,0.05,5,148,168,154,-10.732851773271141
794,0.92,92,145,116,104,14.728225798206479
795,0.0,95,184,128,136,30.779441173897098
796,0.0,40,128,125,166,4.853771763107957
797,0.0,94,199,182,150,4.7497165153924055
798,0.8,80,187,196,183,-5.030639615209838
799,0.0,86,152,134,106,7.331529619456015
800,0.67,67,185,193,146,-7.4184894603782014
801,0.0,47,177,144,165,20.33494171305766
802,0.0,1,140,144,127,-3.3646050679465853
803,0.4,40,184,166,158,6.761099872408023
804,0.0,58,118,145,122,-14.822846000285622
805,0.75,75,189,148,199,26.340039195074137
806,0.6,60,159,115,141,23.45396420104243
807,0.0,98,130,139,100,-6.782161886062314
808,0.0,1,112,177,173,-31.469271524361275
809,0.36,36,171,161,120,0.7252194040536509
810,0.0,83,134,155,160,-9.611765836210223
811,0.0,30,176,100,106,39.734029504431334
812,0.0,4,115,183,177,-35.48029626474201
813,0.98,98,149,133,186,15.492155544568377
814,0.08,8,185,112,136,39.052132730920064
815,0.64,64,166,198,160,-19.326530463229695
816,0.31,31,146,169,112,-17.300359818970897
817,0.39,39,188,115,127,39.26073321340908
818,0.5,50,183,187,119,-9.325282976894584
819,0.9500000000000001,95,177,194,149,-12.992174551426675
820,0.37,37,125,143,126,-10.826830101744848
821,0.29,29,161,134,102,9.962378798899561
822,0.0,48,126,122,129,1.4108301163348604
823,0.0,96,115,183,184,-34.224673794885824
824,0.0,3,174,124,138,25.338229440390126
825,0.06,6,109,129,158,-5.733534506602132
826,0.0,16,168,190,156,-12.681006669397156
827,0.58,58,149,198,199,-21.465378189814526
828,0.0,52,151,109,164,26.586211800176724
829,0.64,64,187,177,136,1.853054457986943
830,0.0,86,112,149,156,-16.273455196089092
831,0.0,14,118,148,142,-15.138285824606545
832,0.0,71,115,105,113,5.982992165286634
833,0.9500000000000001,95,172,152,110,6.070359837629388
834,0.32,32,128,145,199,-4.1131191141286685
835,0.0,45,197,197,107,-8.313242783485018
836,0.63,63,121,125,188,5.604043962313426
837,0.0,51,162,152,116,3.0023454132517258
838,0.79,79,125,116,115,4.606760609558536
839,0.01,1,104,137,126,-15.193648185348305
840,0.3,30,113,179,118,-40.6131026824122
841,0.0,85,119,191,106,-44.72914346775801
842,0.08,8,187,136,199,31.609477811025346
843,0.0,68,105,101,142,6.680218861239128
844,0.71,71,142,187,171,-23.952690343656315
845,0.0,57,123,190,133,-40.74898785573584
846,0.0,91,184,192,195,-3.11093530363297
847,0.5700000000000001,57,129,168,137,-20.667643137285882
848,0.5700000000000001,57,164,161,120,-2.9184120632386032
849,0.0,6,153,188,176,-19.20639086339088
850,0.11,11,168,183,132,-13.42435262409541
851,0.85,85,194,114,177,46.547736365605864
852,0.35000000000000003,35,114,165,119,-29.672570390562285
853,0.0,57,125,163,111,-24.087607491714355
854,0.0,95,174,171,162,0.6545982645031838
855,0.24,24,179,182,198,0.09121310294931895
856,0.58,58,105,151,149,-23.901964634055226
857,0.45,45,152,157,147,-3.0607120345739682
858,0.0,66,110,171,191,-27.689880709689515
859,0.0,99,108,132,181,-9.757811145080947
860,0.0,52,187,186,175,0.4944863264187461
861,0.0,52,159,156,168,2.5156235085351053
862,0.0,68,150,187,144,-22.000280463501685
863,0.0,93,153,166,174,-5.558043905688074
864,0.0,59,142,186,102,-30.438184732277687
865,0.0,30,120,185,114,-40.89831516487828
866,0.0,53,184,198,196,-7.614228483373389
867,0.77,77,122,170,172,-22.804916399770846
868,0.74,74,105,102,149,5.043270166098394
869,0.0,38,191,150,113,16.975754829040678
870,0.0,11,106,122,151,-3.4861870430650157
871,0.0,4,103,139,118,-21.172099478946198
872,0.02,2,131,192,158,-33.70501913272634
873,0.6900000000000001,69,179,165,184,9.937416905673945
874,0.44,44,199,152,105,19.47103413871524
875,0.0,96,194,191,194,3.5460380944897616
876,0.0,11,146,153,181,1.8810522533946652
877,0.0,72,190,155,195,23.28316829899261
878,0.0,56,100,126,101,-15.981201780402051
879,0.54,54,141,106,197,26.88325750759849
880,0.0,12,148,180,162,-18.032537535264776
881,0.51,51,105,182,173,-37.39247140943777
882,0.0,33,120,183,109,-38.680996217275585
883,0.0,78,189,127,178,34.51013861643992
884,0.78,78,183,169,170,7.567790798138913
885,0.39,39,104,127,117,-12.001636110509144
886,0.6900000000000001,69,111,169,162,-30.507629560165686
887,0.67,67,135,159,156,-12.25961543297675
888,0.76,76,174,162,149,5.577952654692002
889,0.0,55,136,173,176,-17.140082073940167
890,0.27,27,192,127,160,34.10413628815015
891,0.0,20,198,162,124,14.922767984421977
892,0.0,16,187,171,143,7.515703024238214
893,0.0,11,195,103,128,48.66217648947752
894,0.18,18,132,142,124,-6.495488395749766
895,0.55,55,108,154,126,-25.936598726893056
896,0.15,15,177,161,189,11.100444537847116
897,0.0,4,141,143,142,1.987406592228441
898,0.5700000000000001,57,169,165,185,3.821923771849593
899,0.5,50,166,153,127,3.810393218177898
900,0.0,55,108,151,155,-20.74100124607318
901,0.0,66,170,140,172,19.499046953383754
902,0.9,90,120,168,179,-22.267074005284396
903,0.0,95,136,125,166,10.069097744840713
904,0.0,16,121,107,126,7.9822374440927195
905,0.0,65,130,154,108,-15.928290877444113
906,0.54,54,180,165,178,5.9033145297825325
907,0.8300000000000001,83,189,196,135,-9.774191088893398
908,0.41000000000000003,41,106,146,129,-20.691162986926166
909,0.0,3,187,139,103,21.875046829958904
910,0.0,53,185,143,199,27.152550129301968
911,0.68,68,187,170,126,3.733159055240052
912,0.43,43,122,197,153,-41.50147768072496
913,0.29,29,101,147,141,-21.910157282230806
914,0.0,10,107,160,136,-28.098274247192446
915,0.0,1,191,175,157,6.109857154589921
916,0.0,57,193,120,199,44.76839600564027
917,0.58,58,160,118,195,27.992243955804362
918,0.07,7,118,184,131,-38.99097599509549
919,0.0,32,199,137,189,37.21993094327943
920,0.0,29,111,162,119,-30.980740100220242
921,0.6900000000000001,69,111,169,197,-26.747367057554122
922,0.01,1,122,142,107,-14.312629745431273
923,0.0,34,158,126,147,19.002367405498713
924,0.0,77,179,133,125,22.97490321542358
925,0.0,96,109,152,186,-19.140192014303327
926,0.58,58,181,130,179,32.10494064534551
927,0.0,70,171,182,133,-11.4970977649422
928,0.19,19,133,161,177,-11.722444165239402
929,0.39,39,143,183,115,-26.295189527727967
930,0.0,48,149,144,156,2.1146383583094663
931,0.0,18,171,193,143,-15.081233140211813
932,0.6900000000000001,69,196,121,168,42.76014471725595
933,0.0,85,192,195,152,-4.761080197082168
934,0.18,18,147,133,165,9.934250478458695
935,0.46,46,192,156,140,15.591935521046798
936,0.0,50,134,147,136,-5.798120168195108
937,0.0,41,126,150,112,-15.412600430879237
938,0.0,13,154,158,119,-5.50212742229106
939,0.0,10,183,146,130,18.544455405128765
940,0.0,66,118,185,128,-38.57819365691035
941,0.75,75,168,197,199,-15.479572084062877
942,0.55,55,135,172,157,-18.093960376827265
943,0.0,38,131,103,167,20.589624656567555
944,0.08,8,141,165,145,-14.313367757779616
945,0.5,50,152,134,122,6.632448008529064
946,0.93,93,182,177,180,4.8424316825548095
947,0.66,66,169,195,183,-14.809918838118415
948,0.53,53,192,125,197,42.942508660305705
949,0.74,74,101,105,122,-1.2547038077537789
950,0.04,4,114,170,181,-25.900487904855446
951,0.14,14,164,195,133,-21.60241103676456
952,0.9400000000000001,94,160,123,103,15.045167071122455
953,0.0,28,166,147,179,12.424286157723891
954,0.0,62,187,120,108,32.86372536656476
955,0.0,70,101,128,156,-11.40661609787553
956,0.0,23,179,186,112,-10.34627491372186
957,0.0,41,135,165,184,-12.071976662586257
958,0.42,42,112,112,103,-1.1264915186223214
959,0.0,84,126,106,178,15.860041189955155
960,0.0,41,145,173,139,-16.760946350806673
961,0.55,55,178,130,114,21.612020659497883
962,0.0,9,180,110,173,41.208304406480046
963,0.0,85,134,194,153,-33.42468811328181
964,0.0,60,144,179,163,-18.150758729291177
965,0.8300000000000001,83,117,153,193,-13.484315577000036
966,0.0,19,166,197,119,-23.981433831190245
967,0.0,59,196,173,135,9.364385944882693
968,0.28,28,102,122,106,-13.828033423211263
969,0.0,39,168,186,198,-10.952908262460593
970,0.0,86,190,119,152,40.34411698504946
971,0.0,74,134,152,106,-15.208608986898602
972,0.6,60,103,125,116,-11.10509955503609
973,0.3,30,174,118,193,35.5156219813425
974,0.0,72,186,186,119,-6.870575940189465
975,0.71,71,187,187,105,-7.683242434619144
976,0.0,80,112,125,102,-9.189964214089768
977,0.8,80,141,120,177,16.069006413702752
978,0.0,22,167,105,178,39.28154373034397
979,0.0,23,193,154,197,24.7040807188698
980,0.0,36,108,171,163,-33.67306630042865
981,0.34,34,186,108,177,47.94637934654551
982,0.0,69,135,155,175,-7.740950251686042
983,0.0,14,186,127,118,28.565042428793912
984,0.03,3,113,156,190,-17.212339922917643
985,0.35000000000000003,35,126,156,178,-13.159283206834603
986,0.37,37,176,140,168,21.812082163877566
987,0.0,17,131,146,110,-10.238223644153694
988,0.0,11,197,173,167,11.109937607056478
989,0.0,1,134,119,149,9.695224087157666
990,0.35000000000000003,35,198,154,138,21.176578088112155
991,0.66,66,197,162,101,11.169731970408794
992,0.14,14,129,193,186,-31.99416558526039
993,0.0,54,180,144,114,14.038231506091774
994,0.7000000000000001,70,113,100,158,13.336466201839647
995,0.47000000000000003,47,132,125,188,10.49389306343634
996,0.0,1,138,110,122,15.341697735239137
997,0.0,97,153,158,172,0.41444178605734594
998,0.0,72,191,155,145,17.058487427939752
999,0.37,37,111,122,128,-5.622581286830913
