,T,Vol,Size,Lev,CrashRisk
749,1,174,150,179,15.476818660772286
750,1,104,100,132,6.904473452202028
751,1,122,141,198,-2.809262479470561
752,0,149,133,164,11.835046870032588
753,0,138,116,122,12.473669528518096
754,0,189,198,170,-8.241669193201203
755,1,164,127,139,20.615575298149416
756,0,112,109,107,0.9379063967561363
757,0,181,177,131,-3.0385774294113186
758,1,109,134,141,-12.030971922983836
759,1,163,123,149,23.398678805791516
760,0,110,115,139,-1.274665072862947
761,0,176,132,124,22.383028385941785
762,0,162,143,160,11.520541324307969
763,1,145,162,108,-14.365798812018827
764,0,141,169,106,-20.602638195504504
765,0,189,191,101,-10.770293894428974
766,0,158,156,180,2.3689207205284517
767,0,195,133,117,29.43946276750544
768,1,160,184,175,-10.751497756937342
769,1,176,119,107,28.6966000256621
770,0,181,118,119,30.355379293424644
771,0,110,105,113,4.184535773504805
772,1,100,140,141,-19.383382132372066
773,0,123,162,174,-17.642353994164488
774,0,196,137,150,29.430804517317267
775,1,142,107,119,19.601085952491736
776,0,121,121,107,-0.09407700041717049
777,0,185,168,113,3.2229827294901523
778,0,134,198,105,-41.10801053625163
779,0,124,143,128,-12.532954094330595
780,0,111,120,140,-2.095189199876654
781,0,179,151,126,13.025979201535591
782,1,177,110,198,42.517260886862005
783,1,168,175,116,-7.918852425773372
784,1,164,172,109,-10.20811871380732
785,1,135,197,130,-36.580273394697684
786,1,166,142,164,14.617050532428008
787,1,135,169,127,-20.77957563355264
788,0,122,174,157,-27.79644924839452
789,1,183,186,185,-0.9148486512588824
790,0,105,188,154,-45.317405984992504
791,0,124,187,123,-38.671642732918144
792,1,163,150,113,1.4508476127768886
793,0,148,168,154,-10.732851773271141
794,0,145,116,104,14.728225798206479
795,0,184,128,136,30.779441173897098
796,0,128,125,166,4.853771763107957
797,1,199,182,150,4.7497165153924055
798,0,187,196,183,-5.030639615209838
799,0,152,134,106,7.331529619456015
800,1,185,193,146,-7.4184894603782014
801,1,177,144,165,20.33494171305766
802,1,140,144,127,-3.3646050679465853
803,1,184,166,158,6.761099872408023
804,1,118,145,122,-14.822846000285622
805,1,189,148,199,26.340039195074137
806,0,159,115,141,23.45396420104243
807,1,130,139,100,-6.782161886062314
808,0,112,177,173,-31.469271524361275
809,0,171,161,120,0.7252194040536509
810,1,134,155,160,-9.611765836210223
811,0,176,100,106,39.734029504431334
812,0,115,183,177,-35.48029626474201
813,1,149,133,186,15.492155544568377
814,1,185,112,136,39.052132730920064
815,1,166,198,160,-19.326530463229695
816,0,146,169,112,-17.300359818970897
817,1,188,115,127,39.26073321340908
818,1,183,187,119,-9.325282976894584
819,1,177,194,149,-12.992174551426675
820,0,125,143,126,-10.826830101744848
821,0,161,134,102,9.962378798899561
822,0,126,122,129,1.4108301163348604
823,0,115,183,184,-34.224673794885824
824,1,174,124,138,25.338229440390126
825,1,109,129,158,-5.733534506602132
826,0,168,190,156,-12.681006669397156
827,1,149,198,199,-21.465378189814526
828,0,151,109,164,26.586211800176724
829,0,187,177,136,1.853054457986943
830,1,112,149,156,-16.273455196089092
831,1,118,148,142,-15.138285824606545
832,0,115,105,113,5.982992165286634
833,1,172,152,110,6.070359837629388
834,0,128,145,199,-4.1131191141286685
835,1,197,197,107,-8.313242783485018
836,1,121,125,188,5.604043962313426
837,0,162,152,116,3.0023454132517258
838,1,125,116,115,4.606760609558536
839,0,104,137,126,-15.193648185348305
840,1,113,179,118,-40.6131026824122
841,1,119,191,106,-44.72914346775801
842,1,187,136,199,31.609477811025346
843,1,105,101,142,6.680218861239128
844,0,142,187,171,-23.952690343656315
845,0,123,190,133,-40.74898785573584
846,1,184,192,195,-3.11093530363297
847,1,129,168,137,-20.667643137285882
848,0,164,161,120,-2.9184120632386032
849,0,153,188,176,-19.20639086339088
850,0,168,183,132,-13.42435262409541
851,0,194,114,177,46.547736365605864
852,0,114,165,119,-29.672570390562285
853,0,125,163,111,-24.087607491714355
854,1,174,171,162,0.6545982645031838
855,1,179,182,198,0.09121310294931895
856,0,105,151,149,-23.901964634055226
857,0,152,157,147,-3.0607120345739682
858,0,110,171,191,-27.689880709689515
859,0,108,132,181,-9.757811145080947
860,1,187,186,175,0.4944863264187461
861,1,159,156,168,2.5156235085351053
862,1,150,187,144,-22.000280463501685
863,1,153,166,174,-5.558043905688074
864,1,142,186,102,-30.438184732277687
865,1,120,185,114,-40.89831516487828
866,1,184,198,196,-7.614228483373389
867,1,122,170,172,-22.804916399770846
868,1,105,102,149,5.043270166098394
869,1,191,150,113,16.975754829040678
870,0,106,122,151,-3.4861870430650157
871,0,103,139,118,-21.172099478946198
872,0,131,192,158,-33.70501913272634
873,1,179,165,184,9.937416905673945
874,1,199,152,105,19.47103413871524
875,0,194,191,194,3.5460380944897616
876,0,146,153,181,1.8810522533946652
877,0,190,155,195,23.28316829899261
878,0,100,126,101,-15.981201780402051
879,0,141,106,197,26.88325750759849
880,0,148,180,162,-18.032537535264776
881,0,105,182,173,-37.39247140943777
882,1,120,183,109,-38.680996217275585
883,0,189,127,178,34.51013861643992
884,0,183,169,170,7.567790798138913
885,0,104,127,117,-12.001636110509144
886,0,111,169,162,-30.507629560165686
887,1,135,159,156,-12.25961543297675
888,1,174,162,149,5.577952654692002
889,0,136,173,176,-17.140082073940167
890,0,192,127,160,34.10413628815015
891,0,198,162,124,14.922767984421977
892,1,187,171,143,7.515703024238214
893,0,195,103,128,48.66217648947752
894,0,132,142,124,-6.495488395749766
895,1,108,154,126,-25.936598726893056
896,0,177,161,189,11.100444537847116
897,1,141,143,142,1.987406592228441
898,0,169,165,185,3.821923771849593
899,1,166,153,127,3.810393218177898
900,0,108,151,155,-20.74100124607318
901,0,170,140,172,19.499046953383754
902,1,120,168,179,-22.267074005284396
903,0,136,125,166,10.069097744840713
904,0,121,107,126,7.9822374440927195
905,1,130,154,108,-15.928290877444113
906,0,180,165,178,5.9033145297825325
907,1,189,196,135,-9.774191088893398
908,0,106,146,129,-20.691162986926166
909,1,187,139,103,21.875046829958904
910,0,185,143,199,27.152550129301968
911,0,187,170,126,3.733159055240052
912,0,122,197,153,-41.50147768072496
913,0,101,147,141,-21.910157282230806
914,0,107,160,136,-28.098274247192446
915,1,191,175,157,6.109857154589921
916,0,193,120,199,44.76839600564027
917,0,160,118,195,27.992243955804362
918,0,118,184,131,-38.99097599509549
919,1,199,137,189,37.21993094327943
920,1,111,162,119,-30.980740100220242
921,0,111,169,197,-26.747367057554122
922,0,122,142,107,-14.312629745431273
923,1,158,126,147,19.002367405498713
924,1,179,133,125,22.97490321542358
925,1,109,152,186,-19.140192014303327
926,1,181,130,179,32.10494064534551
927,0,171,182,133,-11.4970977649422
928,1,133,161,177,-11.722444165239402
929,1,143,183,115,-26.295189527727967
930,1,149,144,156,2.1146383583094663
931,0,171,193,143,-15.081233140211813
932,1,196,121,168,42.76014471725595
933,1,192,195,152,-4.761080197082168
934,1,147,133,165,9.934250478458695
935,0,192,156,140,15.591935521046798
936,1,134,147,136,-5.798120168195108
937,0,126,150,112,-15.412600430879237
938,1,154,158,119,-5.50212742229106
939,0,183,146,130,18.544455405128765
940,0,118,185,128,-38.57819365691035
941,1,168,197,199,-15.479572084062877
942,1,135,172,157,-18.093960376827265
943,1,131,103,167,20.589624656567555
944,1,141,165,145,-14.313367757779616
945,0,152,134,122,6.632448008529064
946,1,182,177,180,4.8424316825548095
947,1,169,195,183,-14.809918838118415
948,1,192,125,197,42.942508660305705
949,1,101,105,122,-1.2547038077537789
950,0,114,170,181,-25.900487904855446
951,1,164,195,133,-21.60241103676456
952,1,160,123,103,15.045167071122455
953,1,166,147,179,12.424286157723891
954,0,187,120,108,32.86372536656476
955,0,101,128,156,-11.40661609787553
956,1,179,186,112,-10.34627491372186
957,1,135,165,184,-12.071976662586257
958,0,112,112,103,-1.1264915186223214
959,0,126,106,178,15.860041189955155
960,1,145,173,139,-16.760946350806673
961,0,178,130,114,21.612020659497883
962,1,180,110,173,41.208304406480046
963,0,134,194,153,-33.42468811328181
964,1,144,179,163,-18.150758729291177
965,0,117,153,193,-13.484315577000036
966,1,166,197,119,-23.981433831190245
967,1,196,173,135,9.364385944882693
968,0,102,122,106,-13.828033423211263
969,1,168,186,198,-10.952908262460593
970,1,190,119,152,40.34411698504946
971,1,134,152,106,-15.208608986898602
972,1,103,125,116,-11.10509955503609
973,0,174,118,193,35.5156219813425
974,0,186,186,119,-6.870575940189465
975,1,187,187,105,-7.683242434619144
976,1,112,125,102,-9.189964214089768
977,0,141,120,177,16.069006413702752
978,0,167,105,178,39.28154373034397
979,0,193,154,197,24.7040807188698
980,0,108,171,163,-33.67306630042865
981,1,186,108,177,47.94637934654551
982,1,135,155,175,-7.740950251686042
983,0,186,127,118,28.565042428793912
984,0,113,156,190,-17.212339922917643
985,0,126,156,178,-13.159283206834603
986,0,176,140,168,21.812082163877566
987,0,131,146,110,-10.238223644153694
988,1,197,173,167,11.109937607056478
989,1,134,119,149,9.695224087157666
990,0,198,154,138,21.176578088112155
991,1,197,162,101,11.169731970408794
992,0,129,193,186,-31.99416558526039
993,1,180,144,114,14.038231506091774
994,0,113,100,158,13.336466201839647
995,1,132,125,188,10.49389306343634
996,0,138,110,122,15.341697735239137
997,0,153,158,172,0.41444178605734594
998,0,191,155,145,17.058487427939752
999,1,111,122,128,-5.622581286830913
