,T,Vol,Size,Lev,CrashRisk
750,0,186,196,103,-15.68936953054399
751,1,189,100,184,54.56510156523785
752,0,131,140,111,-7.574120082397985
753,1,192,113,147,44.32832839723343
754,0,162,121,177,26.293902354562707
755,0,164,139,144,12.21620882315396
756,0,153,167,155,-8.162578986836722
757,0,153,168,136,-10.253452099544292
758,1,127,189,105,-38.566291444917354
759,1,166,167,142,-3.180555171085969
760,0,157,129,137,14.492104876041182
761,1,182,118,151,35.510850035640615
762,1,106,115,187,3.7002268561175287
763,1,155,159,168,0.44188953840056144
764,1,125,106,154,15.163405370716042
765,0,114,168,155,-28.36991813332508
766,1,149,142,124,2.745412006846696
767,0,137,140,189,2.882990358432898
768,1,196,118,174,44.89666748308775
769,0,109,117,158,1.9238413974620276
770,1,129,132,185,4.213532324939381
771,1,190,101,175,52.37031985451459
772,0,125,134,174,-2.495285052910684
773,1,162,117,187,29.957144471010423
774,1,150,143,184,7.068892703581285
775,0,199,121,111,37.25224448276835
776,1,124,144,119,-13.140568199672044
777,0,167,193,186,-12.423829338555215
778,1,120,163,117,-25.700443713627088
779,0,112,160,126,-27.640789301299908
780,1,119,188,185,-35.079474183921604
781,1,160,121,145,21.74688663206206
782,0,117,174,151,-29.400958608072706
783,1,171,126,111,23.24769281169289
784,1,127,181,148,-28.472965215386463
785,1,120,190,162,-37.00015444932263
786,1,104,153,181,-20.863392067887553
787,1,177,186,105,-11.376540100930479
788,1,190,168,135,8.28139547784001
789,0,103,183,109,-46.91887111093996
790,0,181,151,154,16.23685519812196
791,0,169,131,123,18.805220158588103
792,1,146,176,124,-21.518215970461274
793,0,196,133,133,32.01017264029235
794,1,147,106,127,23.576174315312898
795,0,147,160,114,-11.395141078972253
796,1,134,167,178,-14.782383702821864
797,1,143,120,195,19.68007373381764
798,0,132,103,109,16.336746745887798
799,0,126,127,182,5.761841028411842
800,0,141,120,135,11.389866153337616
801,1,155,171,128,-13.285481127881873
802,0,131,128,125,1.5988818979721433
803,0,162,132,179,20.141830908293162
804,0,145,178,106,-23.503546775551428
805,1,174,167,179,7.703546321375068
806,1,103,126,181,-4.00469295260528
807,0,138,173,162,-17.17948269199207
808,0,193,111,167,47.21783520041776
809,0,199,180,114,1.2624816070782379
810,1,109,123,135,-4.940670325034109
811,1,142,124,103,8.440783104745515
812,1,177,114,105,31.70628330682329
813,0,140,165,112,-17.523347328820392
814,0,199,154,156,22.056975229586815
815,1,162,173,150,-5.999649300687302
816,1,105,144,185,-16.661113773088136
817,0,190,114,157,41.38452906430611
818,1,130,179,191,-21.18694232119793
819,0,180,191,190,-7.612473220644887
820,1,139,129,146,7.379180495531648
821,1,101,158,118,-31.750369935420043
822,1,113,195,130,-47.68817358737332
823,1,179,153,199,18.49414106220904
824,1,157,110,156,29.571930714491643
825,1,166,112,141,32.10723373889177
826,0,113,182,152,-37.22426715585585
827,1,181,143,122,16.04307030276991
828,1,141,135,196,8.196241728911255
829,0,177,114,161,35.99482331848346
830,1,114,103,115,7.230911487307424
831,1,120,156,131,-19.752798900101933
832,1,121,177,153,-29.863832727130134
833,1,182,152,199,19.252489078731454
834,1,157,125,173,22.210779833919837
835,1,140,127,185,12.653170367699015
836,1,111,115,158,2.5180304112380494
837,0,101,112,154,-0.6452480904482338
838,0,187,164,172,11.71673575273845
839,0,123,165,198,-16.69043128904307
840,0,190,168,143,8.074910989067048
841,1,139,132,177,8.658236775301832
842,0,158,157,190,2.666332559912476
843,0,184,193,125,-10.262554003449623
844,0,159,123,145,19.585412857492567
845,0,128,171,162,-20.78198522635564
846,0,147,110,154,22.288800467595564
847,0,179,109,196,44.80840435188133
848,1,144,127,110,6.931306556424438
849,0,152,139,120,3.467775272929676
850,0,153,174,120,-15.756070709652624
851,1,177,179,161,-4.490411022572037
852,0,182,187,115,-9.024903690859542
853,0,121,124,199,7.5163177056151875
854,1,158,109,193,33.118917481685706
855,1,171,123,186,29.849677774025405
856,1,157,133,104,7.670451343980964
857,0,131,111,117,10.587727601626536
858,1,115,169,174,-26.304337080597023
859,1,128,109,135,14.15154484514353
860,0,143,137,155,4.036117128769244
861,0,131,106,172,19.435876505438912
862,0,186,188,123,-7.158294971753954
863,0,112,181,167,-35.82249576872823
864,0,180,140,173,21.481356106111836
865,0,165,129,176,21.85109517425892
866,0,121,104,102,9.60207309726317
867,1,124,131,181,2.5719706295692286
868,1,122,138,119,-9.865951790089676
869,1,170,133,120,17.549497880443127
870,0,158,164,197,1.0038182514840606
871,0,138,163,155,-11.725319506204968
872,1,196,107,156,48.849357638158914
873,0,156,186,105,-21.552077328417035
874,1,134,122,199,13.605718018904252
875,0,116,122,129,-4.031504882165386
876,1,195,143,174,31.848029104448035
877,0,194,142,126,24.050426384479323
878,1,106,175,117,-38.780295650315665
879,0,124,123,196,6.84384169135655
880,0,108,189,129,-44.67686531882585
881,0,120,104,199,16.99381224446964
882,1,169,170,101,-5.238380121586919
883,0,149,118,132,16.000617784245943
884,1,169,180,116,-10.8934978121688
885,0,130,185,102,-37.04924169809421
886,0,155,101,150,30.234302562554312
887,0,184,179,129,-2.9200379750612164
888,1,168,122,154,27.266305802061275
889,1,109,141,175,-12.4835602928339
890,0,105,166,160,-31.600312111515027
891,1,100,187,177,-45.06707223409676
892,0,110,129,113,-11.809714525269833
893,0,156,103,110,25.49699531831841
894,0,165,116,178,30.747325472933515
895,1,153,121,194,23.79185954007749
896,0,145,109,164,24.2217665486852
897,0,157,190,164,-19.322024177868904
898,1,116,198,182,-42.70182164140935
899,1,115,128,151,-5.474817870505857
900,0,105,190,147,-46.06808268161462
901,0,110,185,138,-41.20812741452463
902,1,176,107,125,35.787783393066775
903,0,137,157,195,-6.820397885072482
904,0,127,130,194,7.926455253025583
905,1,189,138,197,31.99916187245952
906,1,111,179,172,-35.48488620531019
907,1,132,189,168,-28.995612062810494
908,1,193,178,127,3.4684090805548187
909,0,103,132,196,-9.209493141426456
910,1,141,190,165,-24.48145529566983
911,0,161,105,129,30.17997508255316
912,0,123,146,143,-12.635885839471191
913,1,175,129,140,23.71099602330771
914,0,125,150,130,-15.633592512802458
915,0,111,170,146,-31.81909477917979
916,1,165,123,198,28.52341523507952
917,1,111,133,126,-10.349417213998084
918,0,191,153,188,23.163340389735772
919,0,193,108,153,46.70324400930287
920,0,150,122,190,22.2672652849856
921,0,187,184,183,1.789177524148787
922,0,165,160,137,1.1256409526538182
923,1,150,179,112,-19.016964804777338
924,1,159,107,109,26.894276723783165
925,1,123,150,114,-16.839043067534213
926,1,137,189,127,-31.925331111002386
927,1,175,158,173,8.650323862387586
928,1,180,188,140,-7.602511352029549
929,0,147,195,115,-31.36499669836071
930,1,168,168,154,-1.8033247795935863
931,1,174,131,162,25.512085592546743
932,1,148,119,145,17.505492625208664
933,0,126,138,127,-8.37529635968075
934,1,156,166,126,-7.966323485837699
935,1,182,130,134,25.83028554068151
936,0,142,139,156,2.4104833707697453
937,1,110,158,103,-29.578563418892756
938,1,137,147,122,-4.54412601441582
939,1,129,178,181,-24.3344987173534
940,0,122,181,125,-34.5297669936434
941,1,137,125,163,9.55224520204864
942,1,113,125,151,-3.439163699646862
943,1,131,146,151,-6.776338498025363
944,0,141,114,113,13.854019821870317
945,1,118,104,167,16.086084218482597
946,1,123,176,108,-34.22620419354275
947,0,135,101,160,23.96589756712936
948,0,194,124,128,36.614243308410245
949,0,178,161,120,3.979491916844653
950,0,188,170,133,6.857207912226048
951,1,136,166,180,-13.69955772189722
952,1,168,109,143,32.44137355229877
953,0,146,119,194,20.554347619729196
954,0,118,170,179,-25.021126901196116
955,0,138,155,173,-7.58909402795181
956,0,126,125,131,-0.07973820390350062
957,0,198,144,107,23.713089986054815
958,0,127,131,165,0.9814556710656683
959,0,111,138,148,-13.47270397597374
960,1,136,154,189,-5.641508253467607
961,0,165,184,165,-10.715802024729594
962,0,102,182,119,-45.92185488958596
963,1,188,151,150,19.586696348774392
964,0,107,117,188,2.224932699061193
965,1,114,104,192,15.253303963331478
966,1,198,149,182,28.6362549690001
967,1,111,151,192,-14.557822097040557
968,1,153,158,105,-8.663597777095575
969,0,172,176,107,-9.153988714381455
970,1,141,117,160,16.243673869241977
971,1,180,146,140,15.579369303626839
972,1,132,175,101,-26.9470578936958
973,1,127,165,149,-21.39903234095706
974,1,129,114,187,17.825396076014286
975,1,162,193,197,-15.151344012388051
976,0,125,121,177,6.28124810287244
977,1,154,123,179,22.602364456172054
978,0,111,109,154,5.337521739250602
979,0,164,120,153,26.28870600892232
980,0,104,112,138,0.5624449411418275
981,1,144,107,121,20.210435807518703
982,0,175,175,149,-3.3703833904330867
983,0,195,192,195,2.2546682760019356
984,0,157,113,132,23.458496542891584
985,0,150,101,114,26.51259629821767
986,0,180,174,104,-4.440942276186007
987,0,196,178,198,10.445450397044123
988,1,114,163,172,-23.157361888919947
989,0,144,199,170,-31.24596346438924
990,0,175,115,115,30.329874796990275
991,1,145,178,110,-23.001724518888505
992,1,179,136,150,24.775121966660578
993,1,194,194,199,2.1407421942278937
994,1,164,157,131,1.3887723984652587
995,1,128,131,116,-2.114944859810676
996,0,156,156,164,0.3424549561172693
997,0,123,159,175,-17.47945001481632
998,1,194,191,100,-5.7785247214848425
999,1,129,155,149,-13.546031532747225
