,T,M,Vol,Size,Lev,CrashRisk
568,0,0.0,144,146,158,0.32319851776625724
569,1,77.69625826161726,148,136,167,9.248702222825976
570,1,63.116879708620566,135,149,145,-6.821685277399811
571,1,94.17339679274998,184,174,119,0.4525109325001113
572,1,102.61201858639845,181,150,140,16.432961093119577
573,1,49.05728191072583,104,118,142,-4.034244062958609
574,1,58.387462582191006,117,122,140,0.5227202914973842
575,0,0.0,106,179,142,-38.60084432733492
576,0,0.0,174,131,149,22.09309697682943
577,1,113.48222334546846,181,107,117,39.0052364489181
578,1,81.76690045103227,138,100,157,25.49785670023434
579,1,93.90018705600914,192,196,192,-1.7145514161694555
580,0,0.0,139,167,171,-13.976630062121806
581,0,0.0,159,100,189,38.146284717754384
582,1,92.50827073741334,170,139,134,15.175285444835577
583,1,99.68565569512177,199,195,199,2.4314843376885698
584,1,103.99564931633024,198,192,111,-3.649631110144889
585,0,0.0,137,127,140,6.152838936687449
586,1,74.15786597180528,146,147,170,1.907877432571609
587,0,0.0,132,119,139,7.807220842471737
588,0,0.0,173,181,162,-6.501904831493044
589,1,68.9424617093912,151,175,104,-17.844613072705453
590,0,0.0,183,142,197,24.54766944925331
591,1,84.16667154564915,162,153,103,-1.630079645335988
592,1,72.77670087740647,129,100,173,23.71424487365782
593,0,0.0,169,144,123,9.459253063700471
594,0,0.0,103,169,117,-38.95525142698343
595,1,66.29342766792347,136,147,125,-6.135927023536956
596,1,103.26103154844981,194,173,187,12.788017591912649
597,0,0.0,156,153,158,3.5862382918018816
598,1,75.43436018528483,140,127,109,5.013513903412798
599,0,0.0,154,116,174,26.04942641666044
600,0,0.0,199,127,148,38.67497880099284
601,1,98.60174932889102,171,123,116,23.289869936626012
602,0,0.0,199,176,194,13.672002446640453
603,1,54.37389063227725,115,116,102,0.14964790705630215
604,1,87.60556062755315,162,141,166,14.08179830956213
605,0,0.0,106,118,148,-3.190798715644794
606,1,64.45293564701016,142,167,127,-16.499659611676062
607,0,0.0,181,169,149,4.955299323519498
608,0,0.0,162,127,118,16.15243578990757
609,0,0.0,172,179,161,-5.179672617750353
610,0,0.0,196,149,115,19.30765562792474
611,1,88.84999792328394,185,199,145,-11.71186019105776
612,1,79.59422738252785,165,177,118,-10.338608822762561
613,1,95.22589249060141,172,134,106,16.42308682174672
614,1,99.93896315838366,176,138,194,26.83506866066964
615,1,102.97039874321007,198,193,108,-3.913452399956504
616,1,33.61008898114487,110,189,173,-40.26618726894433
617,1,63.256778450163694,127,107,180,18.168451004888087
618,0,0.0,106,161,100,-34.25925054376823
619,1,85.21262314370111,172,168,127,-0.3235639486035229
620,1,99.77909598424166,168,116,173,33.86360791993185
621,0,0.0,104,189,136,-48.155661669223356
622,0,0.0,196,133,141,33.86293009533558
623,1,106.43630987719642,196,161,134,16.00468326038922
624,0,0.0,146,127,159,13.342772604089063
625,0,0.0,102,156,175,-23.967395590572007
626,1,99.00502907814314,170,122,188,31.6493319951784
627,1,78.43500143845152,134,103,182,23.178508675826684
628,0,0.0,149,180,113,-22.634425981650306
629,1,117.62690675120496,192,116,159,44.15961853281568
630,0,0.0,197,178,139,6.1842957968652135
631,0,0.0,111,142,130,-16.356828918084787
632,0,0.0,161,170,158,-6.689439499395925
633,1,113.67746135771837,188,119,108,33.75073313093407
634,0,0.0,170,141,178,18.030619725198
635,0,0.0,174,145,147,13.526369164865
636,0,0.0,163,137,149,13.052243412621628
637,0,0.0,126,156,169,-13.936885414894629
638,1,42.44556676504895,117,160,154,-22.65266217856246
639,1,25.98551544517148,106,193,161,-45.85405974723912
640,1,89.24521113033857,150,106,133,25.91392235308319
641,0,0.0,122,138,100,-14.700628816551951
642,0,0.0,117,106,195,14.416521904487007
643,0,0.0,115,198,158,-46.57478231877806
644,1,52.50019722053368,124,167,160,-22.72597905206395
645,0,0.0,161,193,119,-24.532474410963484
646,0,0.0,160,103,190,37.491150553719066
647,1,61.95638001804609,144,187,163,-22.89584534068497
648,1,78.88310014550133,159,170,187,-2.689980314303418
649,0,0.0,166,161,139,-0.2628078294579741
650,1,105.80798771007085,168,110,126,31.01254616626071
651,0,0.0,160,149,156,6.370555006217365
652,1,92.1500018829292,168,140,173,19.43384981569255
653,0,0.0,157,103,152,32.142699029473484
654,1,115.47101351303742,188,109,151,44.683697738659255
655,1,65.05732204598347,145,161,179,-6.006812998868883
656,1,75.12707215813471,162,190,108,-22.613741400959935
657,0,0.0,198,142,139,26.850497243451155
658,1,23.30926195337459,100,191,158,-48.72351542093306
659,1,88.53148112373057,172,160,106,0.3611327244021936
660,0,0.0,160,175,179,-6.533532810604343
661,0,0.0,152,188,130,-25.049820166080792
662,0,0.0,144,101,129,23.26184642475822
663,0,0.0,147,196,190,-23.84865307786069
664,1,82.14143803736849,173,188,152,-10.110498958492322
665,1,89.65853067725695,173,163,146,4.042579950604189
666,1,47.5462278416714,130,198,171,-34.74491759908577
667,1,68.94119650123535,147,168,115,-14.839976824729067
668,0,0.0,128,152,147,-12.632883470201287
669,1,113.442044867748,188,113,199,48.92364325631675
670,0,0.0,124,176,165,-26.33405888568439
671,1,42.78185192506044,126,192,185,-31.954285235908838
672,1,62.05124779213652,147,185,155,-22.226976623272936
673,1,59.90924953818057,115,113,163,7.339850925141599
674,0,0.0,122,186,119,-39.29690948863867
675,0,0.0,185,140,185,25.72372298638655
676,0,0.0,121,164,102,-28.52412753021299
677,0,0.0,162,148,125,3.89070443543036
678,0,0.0,195,154,164,19.642244576846643
679,0,0.0,199,150,103,19.303426225746374
680,0,0.0,151,128,111,11.15051952932077
681,0,0.0,138,186,113,-31.3610485652844
682,1,67.82259135176417,138,134,172,6.797945156914252
683,0,0.0,171,111,173,35.1405789735695
684,0,0.0,144,112,126,16.32897378365098
685,0,0.0,130,131,114,-3.143123831404967
686,0,0.0,108,112,100,-3.2773077554677976
687,1,80.38683905075824,147,118,175,21.37483143649577
688,1,38.781537753390616,106,152,151,-21.11645743476017
689,0,0.0,161,144,182,13.717716279740047
690,1,67.89808161209794,145,172,106,-18.395805460993355
691,0,0.0,117,143,185,-8.869817855939168
692,0,0.0,187,173,139,2.7243478939199646
693,1,29.545291282604484,104,184,158,-42.16691763934433
694,1,81.47098874752815,143,103,183,28.884615025075675
695,0,0.0,186,199,134,-12.879418691478476
696,1,113.8734769847168,186,119,110,32.10973679631273
697,0,0.0,141,198,105,-38.94194527624
698,0,0.0,176,112,148,35.48266616984139
699,1,57.33441615752131,143,191,115,-32.25869509143389
700,1,66.70549387961586,150,192,119,-28.104431662877374
701,1,101.25253203251542,194,181,141,2.3530125281839087
702,1,81.56314625703473,158,157,199,5.533892950297244
703,1,95.6893821445732,166,120,178,29.30882315148668
704,0,0.0,184,189,187,-1.4707663186026652
705,1,66.40027540343323,133,130,132,2.0618222734000047
706,0,0.0,103,103,127,2.1373785763442754
707,1,106.21811236555293,193,173,135,7.478381577227618
708,1,44.335001071210904,130,198,198,-32.728321358023855
709,1,83.38317358067617,145,101,189,30.894015751023318
710,0,0.0,158,184,151,-14.939929182315282
711,0,0.0,197,197,118,-9.198505647824511
712,0,0.0,133,131,106,-2.490765992658367
713,1,100.335433622708,184,164,102,4.593318439730073
714,1,61.27651010010027,126,122,168,9.27261491662685
715,1,35.93992334712623,101,153,143,-25.82613032276269
716,0,0.0,172,142,198,19.29076584885266
717,1,66.7492991596676,136,132,195,8.376241149454595
718,1,103.42740412643904,182,148,146,15.552348532062004
719,0,0.0,181,144,142,19.73902535905147
720,1,98.7535599596413,189,178,152,4.840087241186519
721,1,26.007507032282852,105,178,154,-38.61436727509512
722,1,39.234394229434436,119,178,194,-27.4475742012433
723,0,0.0,180,194,129,-13.350858210596067
724,1,90.79461953577984,178,174,188,4.008225224727633
725,0,0.0,139,165,157,-14.751539856348598
726,1,62.68422023012711,143,184,178,-20.7225172257504
727,1,51.10863953104868,136,185,153,-27.927437332919375
728,1,83.45827142413944,161,149,143,5.355495754790233
729,1,74.70809837806551,142,127,114,6.309550923620131
730,0,0.0,195,107,111,43.33588872046925
731,0,0.0,138,137,106,-2.002287770580517
732,1,106.45473511888724,199,173,164,12.409290356519303
733,1,92.39681651356736,166,132,115,15.102677189312203
734,1,44.171985190798,115,170,108,-33.33437373180308
735,0,0.0,118,100,181,18.027332073291973
736,0,0.0,178,192,129,-11.65420217035161
737,0,0.0,135,179,101,-31.105422281169197
738,0,0.0,177,107,150,38.545784420467506
739,0,0.0,199,164,100,8.95571677944824
740,1,95.24950271670524,191,187,181,1.8772643996140865
741,0,0.0,120,156,122,-21.648742520983443
742,0,0.0,117,197,125,-46.33737448318661
743,0,0.0,182,193,147,-10.352279418283489
744,1,27.66809169461578,102,172,138,-37.4242768278473
745,0,0.0,181,108,111,36.05231598525562
746,0,0.0,102,198,159,-53.54040304923534
747,0,0.0,136,131,190,8.8610740699339
748,0,0.0,174,103,160,41.36260757654163
749,1,102.85855094184069,173,120,146,29.3901090704734
750,0,0.0,174,175,132,-4.112593963227143
751,0,0.0,113,162,195,-22.566993119026574
752,1,96.03492610408914,183,164,187,14.12514212808834
753,1,94.7675986491483,172,139,197,24.29594578007727
754,0,0.0,195,164,118,10.712209707145517
755,0,0.0,141,121,189,17.723734122112365
756,1,39.53507982598831,113,168,109,-30.83891486267302
757,1,100.29542060094884,185,170,128,4.552930156614659
758,1,108.17612185764276,199,165,192,21.842231030629247
759,1,78.01759918531648,167,187,198,-7.726525437068727
760,0,0.0,190,156,140,13.769541149605526
761,1,74.15113419173336,143,142,103,-2.7660690256294287
762,0,0.0,107,186,189,-39.86422598047316
763,1,87.82102475009877,167,153,124,5.799462487334392
764,1,59.339285410102136,116,102,159,12.270565407721671
765,1,77.69950059736705,135,101,147,21.266992473240546
766,1,83.62698608845157,152,121,110,14.910592912256554
767,0,0.0,144,121,180,16.818320279532518
768,1,76.70286559987623,166,188,148,-14.944628928380638
769,0,0.0,115,187,168,-37.68572235871557
770,0,0.0,100,112,147,-2.462873482414554
771,0,0.0,165,182,160,-11.230891632438448
772,0,0.0,172,118,128,25.257420291180047
773,0,0.0,179,136,160,22.444883743934742
774,1,89.04856323489236,157,122,110,15.395333027748807
775,1,109.46730589561514,183,114,139,36.887268176646884
776,1,75.68585902285177,136,118,195,18.529509220316672
777,1,104.16324242750257,193,155,108,14.252912622978497
778,1,51.53838261079687,105,106,179,8.156783140274074
779,1,60.3386971746151,139,179,182,-18.97238175796182
780,0,0.0,191,121,159,38.09673068781617
781,0,0.0,189,122,141,35.97116012493942
782,1,109.75675249841989,195,158,172,21.79885168924417
783,1,35.94440564920311,111,180,191,-34.081652275742094
784,0,0.0,156,175,121,-15.608000053076825
785,1,78.01395238866203,166,182,130,-12.097853688179187
786,1,123.38485467917721,197,122,154,41.39004911696306
787,1,62.31229575227657,121,118,176,7.938339494030676
788,1,74.52594940239275,163,186,108,-19.319691834126104
789,1,68.20235555480916,145,157,166,-4.1959549071159685
790,0,0.0,170,152,111,5.087108786413054
791,0,0.0,198,158,134,17.033087876386176
792,1,59.067995550378356,146,177,130,-19.672449323490213
793,1,82.95152561783527,177,182,114,-8.811981778573363
794,0,0.0,156,124,100,12.117836132459896
795,1,45.23190295249861,119,165,153,-24.888018818585643
796,1,97.35319337905061,189,182,159,1.880096337489562
797,1,110.36890785160278,191,134,116,26.10525313283325
798,1,95.0974330939171,178,156,107,6.162698602596273
799,1,127.9210850442273,194,104,178,54.7430749451981
800,1,63.8928923124968,142,177,155,-19.306733482103837
801,1,83.30025571849274,165,155,168,5.59366364232477
802,0,0.0,158,156,164,2.309813481817025
803,1,79.98996429976074,160,165,193,0.40482805598558547
804,0,0.0,183,175,164,2.7170764612902336
805,1,78.86132612070867,136,100,180,25.12296902442034
806,1,37.29716377936193,113,177,197,-27.613063867135754
807,0,0.0,130,101,115,16.145738238031143
808,1,52.06346708493765,116,132,141,-8.221537350242137
809,1,80.44307624181522,142,116,103,11.442301019561818
810,1,112.95204777354506,199,158,137,17.613475017639505
811,1,22.507637266642732,101,188,151,-46.19472213388162
812,0,0.0,104,137,136,-14.875666254087305
813,0,0.0,127,170,174,-19.560016060526902
814,1,59.85215936593428,115,104,156,11.153901677415853
815,1,33.254682013956355,101,145,158,-19.64651692903313
816,1,101.46774511342348,173,116,130,30.02282572595542
817,0,0.0,145,169,100,-19.589357417276663
818,0,0.0,119,101,156,15.383614162760583
819,1,76.23726717420764,137,113,117,10.957020426494815
820,0,0.0,147,184,190,-17.220535709143405
821,1,100.57183902310555,168,104,174,40.101632656275996
822,1,24.38710482357589,102,191,179,-45.2112006043331
823,0,0.0,144,199,187,-30.756109302861944
824,1,46.761529986613965,122,162,179,-17.782350001893818
825,1,91.8434756928884,181,171,168,5.007030726697098
826,0,0.0,182,178,131,-2.3987815305340665
827,1,112.10215491024819,192,134,140,30.27139913001752
828,1,88.72042277838347,165,138,182,18.700951154920034
829,0,0.0,182,140,139,21.477930484099065
830,0,0.0,193,139,109,23.636954227967372
831,1,88.59237311522034,151,108,120,23.5524084537416
832,0,0.0,126,108,137,12.28187689083437
833,1,115.06462124564497,184,107,123,41.030715911048304
834,0,0.0,148,154,184,-1.1763473711261363
835,0,0.0,136,133,168,4.6136477214340434
836,0,0.0,147,185,118,-26.641013760863597
837,0,0.0,150,145,108,-3.292901087446179
838,1,74.53306121635906,153,147,148,4.965234384317271
839,1,31.85713389344036,103,168,108,-37.61278832776856
840,0,0.0,118,136,137,-8.874071369945973
841,0,0.0,129,180,143,-27.581260307410584
842,0,0.0,180,197,195,-9.081140171968757
843,0,0.0,178,131,128,24.946662239292763
844,1,90.71306981354448,170,133,150,20.932510549678486
845,0,0.0,124,173,118,-29.85489104062344
846,1,23.329766967414763,107,199,179,-46.773195251648715
847,1,63.73004497547563,119,105,131,10.981901166802164
848,0,0.0,159,111,181,30.283000614601427
849,0,0.0,192,142,194,29.28990540974286
850,1,40.22056599804451,102,136,104,-18.82813461843498
851,0,0.0,145,168,172,-10.625830066885563
852,0,0.0,118,113,117,4.183491903506719
853,1,92.43910738010098,173,154,178,12.663829618008931
854,0,0.0,141,158,184,-7.104840353533259
855,0,0.0,122,132,122,-5.397812059707766
856,0,0.0,139,184,170,-23.880580967846
857,0,0.0,130,114,182,13.313486488357146
858,1,72.80521425487677,139,139,113,-2.4316156147329795
859,1,46.63306097258203,128,187,111,-38.22359752469274
860,0,0.0,119,139,136,-11.614222206825014
861,0,0.0,102,100,167,8.537664001937571
862,0,0.0,112,183,139,-40.73044948942927
863,1,75.41380385607343,153,154,118,-4.50015964473323
864,1,64.6825760008512,130,143,154,-5.169730800853761
865,0,0.0,169,120,160,28.929624913938255
866,1,60.15552837632885,129,138,158,-0.4568878802826024
867,1,112.94283910621058,195,150,183,25.400358734092773
868,1,103.92763354361469,181,133,126,22.834255367941388
869,0,0.0,152,194,103,-30.36901327428566
870,1,81.85585787585158,176,190,132,-12.867891757904045
871,0,0.0,170,126,186,27.341437438155573
872,0,0.0,184,136,168,25.750607322827975
873,1,70.3508433239916,149,157,192,0.5706598827154029
874,0,0.0,156,110,165,27.957728616960708
875,1,91.25372581227823,155,123,104,14.676069099458626
876,0,0.0,110,105,109,2.427153029597175
877,1,127.60651418495299,197,104,164,53.41237762577645
878,1,48.75001316483123,108,112,193,7.483744534986407
879,1,80.38519351707038,166,179,109,-12.134154492132552
880,0,0.0,132,190,108,-38.93959879088368
881,0,0.0,136,122,125,7.230629847468926
882,1,39.92324560551171,117,179,187,-30.319256444066248
883,1,44.9060013042418,113,143,179,-12.506113920547262
884,0,0.0,160,185,121,-17.69870594939771
885,1,38.061711381204304,107,170,170,-29.975391685108416
886,0,0.0,136,147,177,-1.9014138921644306
887,1,85.80970112119351,157,141,145,8.930133112027152
888,0,0.0,123,127,180,5.190718717954695
889,0,0.0,177,190,193,-6.729271385669334
890,0,0.0,146,172,196,-9.402281574911413
891,1,98.25249926406516,164,108,192,37.061320472528124
892,0,0.0,122,164,107,-27.341147455913767
893,1,61.50704837242478,144,169,156,-13.774815094214176
894,1,60.794632152314456,151,197,155,-26.378653997988273
895,1,82.91778152665874,143,105,158,24.489258992056055
896,1,87.58741441557581,183,194,167,-7.977531594673162
897,0,0.0,146,126,191,15.331274693481488
898,1,90.72231234759582,187,193,182,-3.6408883039488624
899,1,89.9280202336248,168,161,140,0.2770471458551429
900,0,0.0,189,110,144,40.84820670023348
901,0,0.0,187,113,199,47.1967253832519
902,1,65.71558006044157,132,132,111,-1.4711108034349019
903,1,113.53274013174662,188,120,117,33.18279674262593
904,0,0.0,125,167,123,-25.734017650500956
905,0,0.0,113,140,139,-14.435452395577194
906,0,0.0,153,193,163,-23.569938408290707
907,1,83.74819242345302,146,105,138,25.069371457819145
908,0,0.0,192,111,181,47.03654185766209
909,0,0.0,127,170,133,-23.86310655048966
910,1,93.63289158051268,168,145,122,9.484914082576532
911,0,0.0,122,194,157,-40.315159887888065
912,1,61.70160785393116,126,133,147,-1.679930117293548
913,1,66.31965046029666,149,178,178,-14.197795781356588
914,1,73.34933852384158,149,151,100,-4.681292646303568
915,1,34.500107553785924,112,189,140,-42.95691601605619
916,0,0.0,182,141,196,26.704850564845888
917,0,0.0,166,122,183,28.89412401895455
918,1,108.82843456730822,190,131,167,33.63785546362728
919,0,0.0,144,196,180,-27.107620509157233
920,0,0.0,138,137,172,3.5468643389081826
921,0,0.0,173,199,132,-19.391868706026894
922,1,25.848460691304943,100,195,183,-49.3105362119221
923,0,0.0,133,114,193,16.772491093684025
924,0,0.0,168,149,150,8.649931712102381
925,1,39.28116926289074,107,156,197,-20.048911800161132
926,0,0.0,196,135,121,29.011388434295338
927,1,52.4002495585381,105,104,141,4.166805069210847
928,1,95.03552456464986,162,103,121,31.395995596354076
929,0,0.0,143,191,161,-27.734837075812944
930,1,97.20209063678683,175,148,142,12.427774231806671
931,1,49.41633002090216,120,156,128,-18.980279797822092
932,1,55.693872386507415,104,109,160,4.348178804658813
933,0,0.0,139,108,198,23.729805469459322
934,1,67.25524366284345,132,126,151,4.966275516919027
935,0,0.0,182,102,194,52.20770150388909
936,0,0.0,173,110,124,31.678078544692152
937,1,73.65147488942281,158,182,193,-13.24106742358807
938,1,98.9307612773317,187,186,123,-4.285929353180926
939,0,0.0,129,125,115,1.3405766781538688
940,0,0.0,116,102,143,11.606184437623973
941,0,0.0,158,182,156,-16.05249182766138
942,0,0.0,160,119,112,20.046398722707494
943,1,72.2984577862438,141,129,151,8.363941506769303
944,0,0.0,121,169,135,-27.363329071019734
945,1,81.58896433495543,158,142,132,7.6738588602904905
946,0,0.0,164,171,199,-0.8832630092130758
947,0,0.0,173,137,162,21.39459069602956
948,1,66.11331792933233,138,151,139,-9.04200816765582
949,1,75.35321671204146,160,166,149,-3.281469395973642
950,1,52.826637005271664,133,180,142,-25.73072257181286
951,0,0.0,122,162,106,-25.91246423218283
952,1,126.38674287298419,194,100,106,46.83833137747991
953,1,75.56934760797263,157,169,111,-11.716436243388927
954,1,113.41229498793558,198,157,186,22.92887011592803
955,1,51.37112722911941,122,154,121,-19.462046439200968
956,1,37.85767509685544,112,180,114,-40.933981196933736
957,1,39.392736290977595,110,166,158,-26.708444148115444
958,0,0.0,140,176,147,-20.813012672442007
959,1,34.649792953716336,102,160,152,-28.04514848458611
960,0,0.0,166,154,180,8.627470506020964
961,1,57.2432432332842,136,164,122,-17.043913996926616
962,1,97.85632694441873,195,182,175,5.81584829884715
963,0,0.0,166,190,135,-16.33264216119621
964,1,65.1048183237204,151,190,147,-23.26775089312122
965,1,84.72828670465191,149,107,142,24.67345780402937
966,1,111.26269525449472,196,152,112,17.76617939946376
967,0,0.0,131,122,117,2.4931079175280706
968,0,0.0,172,171,105,-6.183624546121202
969,1,98.88516040112071,180,156,161,13.947971370267371
970,1,58.66347652298093,136,169,160,-16.534600076935114
971,0,0.0,142,113,102,13.916733337799503
972,0,0.0,151,153,150,-0.7595035075925411
973,1,65.6844189130167,132,136,191,5.00654833208756
974,1,35.9149579663743,112,182,160,-37.427135080833544
975,1,102.15828783280982,194,171,133,8.238874183236751
976,1,88.13578423953899,157,128,100,13.19977980302539
977,1,64.71786287018578,145,173,154,-15.501784367940052
978,0,0.0,115,126,127,-5.687764683122128
979,1,36.33785338376641,106,168,125,-34.28860996358082
980,1,72.01584628013588,130,105,127,14.100136737209931
981,0,0.0,181,135,115,21.15585882660254
982,1,24.80564951155847,100,178,192,-36.59403631942229
983,1,78.78463854545605,172,195,130,-15.366757362654797
984,0,0.0,143,162,184,-5.917879308455343
985,1,90.8688483300109,186,189,117,-8.129178327026073
986,0,0.0,161,118,183,28.87681803362156
987,0,0.0,176,129,171,27.19630177712067
988,1,86.64349153531293,154,128,179,17.527990227467267
989,0,0.0,198,120,122,38.69346376251258
990,1,52.086320863465176,127,176,177,-22.13278946916652
991,0,0.0,193,182,135,1.7483166293564119
992,0,0.0,167,192,120,-20.147469431579182
993,1,87.89876008004717,168,152,114,5.873685920214248
994,1,88.46672326695808,166,143,148,13.280421219489709
995,0,0.0,141,194,171,-30.322751198077555
996,0,0.0,186,171,120,3.296033051418056
997,1,55.7697190608778,124,154,112,-18.35237347873526
998,1,99.8327488950266,176,144,130,15.478325354493334
999,1,81.37335523152142,155,132,188,18.640341298378807
